,word,segmentation,morph_structure
37134,Kosovare,Kosovare,"[['K', 'o', 's', 'o', 'v', 'a', 'r', 'e']]"
37135,Sembrant,Sembrant,"[['S', 'e', 'm', 'b', 'r', 'a', 'n', 't']]"
37136,úmúnwaanyí,ụmụ + nwaanyị,"[['ụ', 'm', 'ụ'], ['nw', 'a', 'a', 'ny', 'ị']]"
37137,na-agaghari,na-a + ga + gha + rị,"[['n', 'a', '-', 'a'], ['g', 'a'], ['gh', 'a'], ['r', 'ị']]"
37138,Mutyambai,Mutyambai,"[['M', 'u', 't', 'y', 'a', 'm', 'b', 'a', 'i']]"
37139,kenya,Kenya,"[['K', 'e', 'ny', 'a']]"
37140,"Union""kwuru","Union  "" kwu + ru ""","[['U', 'n', 'i', 'o', 'n', ' ', ' ', '""', ' ', 'kw', 'u'], ['r', 'u', ' ', '""']]"
37141,"Ọgbakọ""European","ọgbakọ  "" European ""","[['ọ', 'gb', 'a', 'k', 'ọ', ' ', ' ', '""', ' ', 'E', 'u', 'r', 'o', 'p', 'e', 'a', 'n', ' ', '""']]"
37142,odịnihu.,ọdịnihu .,"[['ọ', 'd', 'ị', 'n', 'i', 'h', 'u', ' ', '.']]"
37143,Goọmentị,gọọmentị,"[['g', 'ọ', 'ọ', 'm', 'e', 'n', 't', 'ị']]"
37144,bukolasaraki,bukolasaraki,"[['b', 'u', 'k', 'o', 'l', 'a', 's', 'a', 'r', 'a', 'k', 'i']]"
37145,JorimJerry,JorimJerry,"[['J', 'o', 'r', 'i', 'm', 'J', 'e', 'r', 'r', 'y']]"
37146,OpeyemiOfficial,OpeyemiOfficial,"[['O', 'p', 'e', 'y', 'e', 'm', 'i', 'O', 'f', 'f', 'i', 'c', 'i', 'a', 'l']]"
37147,Tottemham,Tottenham,"[['T', 'o', 't', 't', 'e', 'n', 'h', 'a', 'm']]"
37148,Kabul:,Kabul :,"[['K', 'a', 'b', 'u', 'l', ' ', ':']]"
37149,"Kabul,","Kabul ,","[['K', 'a', 'b', 'u', 'l', ' ', ',']]"
37150,eastern,eastern,"[['e', 'a', 's', 't', 'e', 'r', 'n']]"
37151,located,located,"[['l', 'o', 'c', 'a', 't', 'e', 'd']]"
37152,restaurant,restaurant,"[['r', 'e', 's', 't', 'a', 'u', 'r', 'a', 'n', 't']]"
37153,Waiter,Waiter,"[['W', 'a', 'i', 't', 'e', 'r']]"
37154,"EPL,","EPL ,","[['E', 'P', 'L', ' ', ',']]"
37155,Ngolo,N'Golo,"[['N', ""'"", 'G', 'o', 'l', 'o']]"
37156,Ndịdị,Ndidi,"[['N', 'd', 'i', 'd', 'i']]"
37157,Leicester:,Leicester :,"[['L', 'e', 'i', 'c', 'e', 's', 't', 'e', 'r', ' ', ':']]"
37158,Katakata,katakata,"[['k', 'a', 't', 'a', 'k', 'a', 't', 'a']]"
37159,"mee"".","me + e  "" . ""","[['m', 'e'], ['e', ' ', ' ', '""', ' ', '.', ' ', '""']]"
37160,"bido.""Mana","bi + do .  "" mana ""","[['b', 'i'], ['d', 'o', ' ', '.', ' ', ' ', '""', ' ', 'm', 'a', 'n', 'a', ' ', '""']]"
37161,"Awaawa""na","Awaawa  "" na ""","[['A', 'w', 'a', 'a', 'w', 'a', ' ', ' ', '""', ' ', 'n', 'a', ' ', '""']]"
37162,"Egba,","Egba ,","[['E', 'gb', 'a', ' ', ',']]"
37163,riots,riots,"[['r', 'i', 'o', 't', 's']]"
37164,Clash:,Clash :,"[['C', 'l', 'a', 'sh', ' ', ':']]"
37165,"Aslani,","Asllani ,","[['A', 's', 'l', 'l', 'a', 'n', 'i', ' ', ',']]"
37166,"Nkechinyere,","Nkechinyere ,","[['N', 'k', 'e', 'ch', 'i', 'ny', 'e', 'r', 'e', ' ', ',']]"
37167,"Enkay,","Enkay ,","[['E', 'n', 'k', 'a', 'y', ' ', ',']]"
37168,"Abdallah,","Abdallah ,","[['A', 'b', 'd', 'a', 'l', 'l', 'a', 'h', ' ', ',']]"
37169,Aguegbo,Aguegbo,"[['A', 'g', 'u', 'e', 'gb', 'o']]"
37170,usekwu.,usekwu .,"[['u', 's', 'e', 'kw', 'u', ' ', '.']]"
37171,Satellite.,Satellite .,"[['S', 'a', 't', 'e', 'l', 'l', 'i', 't', 'e', ' ', '.']]"
37172,Barths,Barths,"[['B', 'a', 'r', 't', 'h', 's']]"
37173,"June,","June ,","[['J', 'u', 'n', 'e', ' ', ',']]"
37174,ose?,ose ?,"[['o', 's', 'e', ' ', '?']]"
37175,Nne:,nne :,"[['n', 'n', 'e', ' ', ':']]"
37176,Taata,taata,"[['t', 'a', 'a', 't', 'a']]"
37177,Kano?,Kano ?,"[['K', 'a', 'n', 'o', ' ', '?']]"
37178,Ọzọdịmgba,Ọzọdịmgba,"[['Ọ', 'z', 'ọ', 'd', 'ị', 'm', 'gb', 'a']]"
37179,"Joe,","Joe ,","[['J', 'o', 'e', ' ', ',']]"
37180,Agbaarala,a + gba + a + ra + la,"[['a'], ['gb', 'a'], ['a'], ['r', 'a'], ['l', 'a']]"
37181,suburb,suburb,"[['s', 'u', 'b', 'u', 'r', 'b']]"
37182,ndị-ọzọ,ndị + - + ọzọ,"[['n', 'd', 'ị'], ['-'], ['ọ', 'z', 'ọ']]"
37183,(Amerịka),( amerịka ),"[['(', ' ', 'a', 'm', 'e', 'r', 'ị', 'k', 'a', ' ', ')']]"
37184,"(Italy),","( Italy ) ,","[['(', ' ', 'I', 't', 'a', 'l', 'y', ' ', ')', ' ', ',']]"
37185,cup.,cup .,"[['c', 'u', 'p', ' ', '.']]"
37186,"cup,","cup ,","[['c', 'u', 'p', ' ', ',']]"
37187,Asley,Ashley,"[['A', 'sh', 'l', 'e', 'y']]"
37188,akụwkọ,akụkọ,"[['a', 'k', 'ụ', 'k', 'ọ']]"
37189,ga-naeme,ga- + na-e + me,"[['g', 'a', '-'], ['n', 'a', '-', 'e'], ['m', 'e']]"
37190,NnamdI,Nnamdi,"[['N', 'n', 'a', 'm', 'd', 'i']]"
37191,ọsọ-Nnamdi,ọsọ + - + Nnamdi,"[['ọ', 's', 'ọ'], ['-'], ['N', 'n', 'a', 'm', 'd', 'i']]"
37192,"Project""maọbụ","Project  "" maọbụ ""","[['P', 'r', 'o', 'j', 'e', 'c', 't', ' ', ' ', '""', ' ', 'm', 'a', 'ọ', 'b', 'ụ', ' ', '""']]"
37193,"kpọrọ""Socio-Economic","kpọ + rọ  "" Socio-Economic ""","[['kp', 'ọ'], ['r', 'ọ', ' ', ' ', '""', ' ', 'S', 'o', 'c', 'i', 'o', '-', 'E', 'c', 'o', 'n', 'o', 'm', 'i', 'c', ' ', '""']]"
37194,Frodd.,Frodd .,"[['F', 'r', 'o', 'd', 'd', ' ', '.']]"
37195,"Elozonam,","Elozonam ,","[['E', 'l', 'o', 'z', 'o', 'n', 'a', 'm', ' ', ',']]"
37196,"Khafi,","Khafi ,","[['K', 'h', 'a', 'f', 'i', ' ', ',']]"
37197,"Omashola,","Omashola ,","[['O', 'm', 'a', 'sh', 'o', 'l', 'a', ' ', ',']]"
37198,"pụta.""Meenu","pụ + ta .  "" me + e + nụ ""","[['p', 'ụ'], ['t', 'a', ' ', '.', ' ', ' ', '""', ' ', 'm', 'e'], ['e'], ['n', 'ụ', ' ', '""']]"
37199,"a,""bụ","a ,  "" bụ ""","[['a', ' ', ',', ' ', ' ', '""', ' ', 'b', 'ụ', ' ', '""']]"
37200,"aka.""O","aka .  "" o ""","[['a', 'k', 'a', ' ', '.', ' ', ' ', '""', ' ', 'o', ' ', '""']]"
37201,"Gọvanọ,","gọvanọ ,","[['g', 'ọ', 'v', 'a', 'n', 'ọ', ' ', ',']]"
37202,Chimaroke,Chimaroke,"[['Ch', 'i', 'm', 'a', 'r', 'o', 'k', 'e']]"
37203,na-emetu,na-e + me + tụ,"[['n', 'a', '-', 'e'], ['m', 'e'], ['t', 'ụ']]"
37204,egwuruegwu.,egwuregwu .,"[['e', 'gw', 'u', 'r', 'e', 'gw', 'u', ' ', '.']]"
37205,gharí,gha + rị,"[['gh', 'a'], ['r', 'ị']]"
37206,Saút,saụt,"[['s', 'a', 'ụ', 't']]"
37207,Tsitaishvili,Tsitaishvili,"[['T', 's', 'i', 't', 'a', 'i', 'sh', 'v', 'i', 'l', 'i']]"
37208,Giorgi,Giorgi,"[['G', 'i', 'o', 'r', 'g', 'i']]"
37209,mpiọ,mpio,"[['m', 'p', 'i', 'o']]"
37210,Kang-in,Kang-in,"[['K', 'a', 'n', 'g', '-', 'i', 'n']]"
37211,cup:,cup :,"[['c', 'u', 'p', ' ', ':']]"
37212,"Igbo.""Maka","igbo .  "" maka ""","[['i', 'gb', 'o', ' ', '.', ' ', ' ', '""', ' ', 'm', 'a', 'k', 'a', ' ', '""']]"
37213,mgbaghara-Ndị,mgbaghara + - + ndị,"[['m', 'gb', 'a', 'gh', 'a', 'r', 'a'], ['-'], ['n', 'd', 'ị']]"
37214,asụmpi,asọmpi,"[['a', 's', 'ọ', 'm', 'p', 'i']]"
37215,Uwa.,ụwa .,"[['ụ', 'w', 'a', ' ', '.']]"
37216,"lọta.""Ndị","lọ + ta .  "" ndị ""","[['l', 'ọ'], ['t', 'a', ' ', '.', ' ', ' ', '""', ' ', 'n', 'd', 'ị', ' ', '""']]"
37217,Enwekwara,e + nwe + kwa + ra,"[['e'], ['nw', 'e'], ['kw', 'a'], ['r', 'a']]"
37218,(Onuachu),( Onuachu ),"[['(', ' ', 'O', 'n', 'u', 'a', 'ch', 'u', ' ', ')']]"
37219,(chukwueze),( Chukwueze ),"[['(', ' ', 'Ch', 'u', 'kw', 'u', 'e', 'z', 'e', ' ', ')']]"
37220,"kwuru:""N’","kwu + ru :  "" n' ""","[['kw', 'u'], ['r', 'u', ' ', ':', ' ', ' ', '""', ' ', 'n', ""'"", ' ', '""']]"
37221,asụmụpị,asọmpi,"[['a', 's', 'ọ', 'm', 'p', 'i']]"
37222,bịaghi,bịa + ghị,"[['b', 'ị', 'a'], ['gh', 'ị']]"
37223,Naịjirịa-Mikel,naịjirịa + - + Mikel,"[['n', 'a', 'ị', 'j', 'i', 'r', 'ị', 'a'], ['-'], ['M', 'i', 'k', 'e', 'l']]"
37224,"oyiegwu"",","oyi + egwu  "" , ""","[['o', 'y', 'i'], ['e', 'gw', 'u', ' ', ' ', '""', ' ', ',', ' ', '""']]"
37225,"Ipob""ndị","IPOB  "" ndị ""","[['I', 'P', 'O', 'B', ' ', ' ', '""', ' ', 'n', 'd', 'ị', ' ', '""']]"
37226,na-abịa;,na-a + bịa ;,"[['n', 'a', '-', 'a'], ['b', 'ị', 'a', ' ', ';']]"
37227,"nọ.""Ụlọọrụ","nọ .  "" ụlọ + ọrụ ""","[['n', 'ọ', ' ', '.', ' ', ' ', '""', ' ', 'ụ', 'l', 'ọ'], ['ọ', 'r', 'ụ', ' ', '""']]"
37228,"sị,""e","sị ,  "" e ""","[['s', 'ị', ' ', ',', ' ', ' ', '""', ' ', 'e', ' ', '""']]"
37229,"ụkwụ""Nnmadi","ụkwụ  "" Nnamdi ""","[['ụ', 'kw', 'ụ', ' ', ' ', '""', ' ', 'N', 'n', 'a', 'm', 'd', 'i', ' ', '""']]"
37230,Awhum,Awhum,"[['A', 'w', 'h', 'u', 'm']]"
37231,Ugbawka,Ugbawka,"[['U', 'gb', 'a', 'w', 'k', 'a']]"
37232,greater,greater,"[['g', 'r', 'e', 'a', 't', 'e', 'r']]"
37233,family,family,"[['f', 'a', 'm', 'i', 'l', 'y']]"
37234,Okpatụ,Okpatu,"[['O', 'kp', 'a', 't', 'u']]"
37235,Agbaara,a + gba + a + ra,"[['a'], ['gb', 'a'], ['a'], ['r', 'a']]"
37236,ebebe.,ebebe .,"[['e', 'b', 'e', 'b', 'e', ' ', '.']]"
37237,Stan,Stan,"[['S', 't', 'a', 'n']]"
37238,Okpatu.,Okpatu .,"[['O', 'kp', 'a', 't', 'u', ' ', '.']]"
37239,Iloanusi,Iloanusi,"[['I', 'l', 'o', 'a', 'n', 'u', 's', 'i']]"
37240,Obiakoizu,Obiakoizu,"[['O', 'b', 'i', 'a', 'k', 'o', 'i', 'z', 'u']]"
37241,"Gbuji,","Gbuji ,","[['Gb', 'u', 'j', 'i', ' ', ',']]"
37242,Ceicilia,Cecilia,"[['C', 'e', 'c', 'i', 'l', 'i', 'a']]"
37243,"mee""jogging""ikpeazu","me + e  "" jogging "" "" ikpeazụ ""","[['m', 'e'], ['e', ' ', ' ', '""', ' ', 'j', 'o', 'g', 'g', 'i', 'n', 'g', ' ', '""', ' ', '""', ' ', 'i', 'kp', 'e', 'a', 'z', 'ụ', ' ', '""']]"
37244,"nma.""Ukraine","mma .  "" Ukraine ""","[['m', 'm', 'a', ' ', '.', ' ', ' ', '""', ' ', 'U', 'k', 'r', 'a', 'i', 'n', 'e', ' ', '""']]"
37245,"sị;""otu","sị ;  "" otu ""","[['s', 'ị', ' ', ';', ' ', ' ', '""', ' ', 'o', 't', 'u', ' ', '""']]"
37246,NBA.,NBA .,"[['N', 'B', 'A', ' ', '.']]"
37247,Warriors.,Warriors .,"[['W', 'a', 'r', 'r', 'i', 'o', 'r', 's', ' ', '.']]"
37248,Diogu,Diogu,"[['D', 'i', 'o', 'g', 'u']]"
37249,"Timberwolves,","Timberwolves ,","[['T', 'i', 'm', 'b', 'e', 'r', 'w', 'o', 'l', 'v', 'e', 's', ' ', ',']]"
37250,Minnesota,Minnesota,"[['M', 'i', 'n', 'n', 'e', 's', 'o', 't', 'a']]"
37251,Okogie,Okogie,"[['O', 'k', 'o', 'g', 'i', 'e']]"
37252,"Jazz,","Jazz ,","[['J', 'a', 'z', 'z', ' ', ',']]"
37253,Utah,Utah,"[['U', 't', 'a', 'h']]"
37254,"Magic,","Magic ,","[['M', 'a', 'g', 'i', 'c', ' ', ',']]"
37255,Ranking).,Ranking ) .,"[['R', 'a', 'n', 'k', 'i', 'n', 'g', ' ', ')', ' ', '.']]"
37256,(FIBA,( FIBA,"[['(', ' ', 'F', 'I', 'B', 'A']]"
37257,Afrịka-Ndị,afrịka + - + ndị,"[['a', 'f', 'r', 'ị', 'k', 'a'], ['-'], ['n', 'd', 'ị']]"
37258,idula,i + du + la,"[['i'], ['d', 'u'], ['l', 'a']]"
37259,irụcha.,i + rụ + cha .,"[['i'], ['r', 'ụ'], ['ch', 'a', ' ', '.']]"
37260,latric,latrik,"[['l', 'a', 't', 'r', 'i', 'k']]"
37261,Generator:,Generator :,"[['G', 'e', 'n', 'e', 'r', 'a', 't', 'o', 'r', ' ', ':']]"
37262,koko?,cocoa ?,"[['c', 'o', 'c', 'o', 'a', ' ', '?']]"
37263,"dagharịa,","da + gha + rị + a ,","[['d', 'a'], ['gh', 'a'], ['r', 'ị'], ['a', ' ', ',']]"
37264,nwakwara,nwa + kwa + ra,"[['nw', 'a'], ['kw', 'a'], ['r', 'a']]"
37265,"ụgwọisi""Man","ụgwọ + isi  "" Man ""","[['ụ', 'gw', 'ọ'], ['i', 's', 'i', ' ', ' ', '""', ' ', 'M', 'a', 'n', ' ', '""']]"
37266,"so""kwụọ","so  "" kwụ + ọ ""","[['s', 'o', ' ', ' ', '""', ' ', 'kw', 'ụ'], ['ọ', ' ', '""']]"
37267,Jimenez,Jiménez,"[['J', 'i', 'm', 'é', 'n', 'e', 'z']]"
37268,Raul,Raúl,"[['R', 'a', 'ú', 'l']]"
37269,Patricio,Patrício,"[['P', 'a', 't', 'r', 'í', 'c', 'i', 'o']]"
37270,Rui,Rui,"[['R', 'u', 'i']]"
37271,Coady,Coady,"[['C', 'o', 'a', 'd', 'y']]"
37272,Conor,Conor,"[['C', 'o', 'n', 'o', 'r']]"
37273,referee,referee,"[['r', 'e', 'f', 'e', 'r', 'e', 'e']]"
37274,assistant,assistant,"[['a', 's', 's', 'i', 's', 't', 'a', 'n', 't']]"
37275,"ọnụ""ka","ọnụ  "" ka ""","[['ọ', 'n', 'ụ', ' ', ' ', '""', ' ', 'k', 'a', ' ', '""']]"
37276,"ha""taa","ha  "" taa ""","[['h', 'a', ' ', ' ', '""', ' ', 't', 'a', 'a', ' ', '""']]"
37277,Wheel,Wheel,"[['W', 'h', 'e', 'e', 'l']]"
37278,salary:,salary :,"[['s', 'a', 'l', 'a', 'r', 'y', ' ', ':']]"
37279,workers,workers,"[['w', 'o', 'r', 'k', 'e', 'r', 's']]"
37280,Itụziri,i + tụ + zi + ri,"[['i'], ['t', 'ụ'], ['z', 'i'], ['r', 'i']]"
37281,Amakaeze:,Amakaeze :,"[['A', 'm', 'a', 'k', 'a', 'e', 'z', 'e', ' ', ':']]"
37282,Ọnyeisi,onye + isi,"[['o', 'ny', 'e'], ['i', 's', 'i']]"
37283,"Programme"".","Programme  "" . ""","[['P', 'r', 'o', 'g', 'r', 'a', 'm', 'm', 'e', ' ', ' ', '""', ' ', '.', ' ', '""']]"
37284,"ndị""BBC","ndị  "" BBC ""","[['n', 'd', 'ị', ' ', ' ', '""', ' ', 'B', 'B', 'C', ' ', '""']]"
37285,"Dementia"",","Dementia  "" , ""","[['D', 'e', 'm', 'e', 'n', 't', 'i', 'a', ' ', ' ', '""', ' ', ',', ' ', '""']]"
37286,"edemede""Diet","edemede  "" Diet ""","[['e', 'd', 'e', 'm', 'e', 'd', 'e', ' ', ' ', '""', ' ', 'D', 'i', 'e', 't', ' ', '""']]"
37287,chịm!,chị + m !,"[['ch', 'ị'], ['m', ' ', '!']]"
37288,na-achọtaghi,na-a + chọ + ta + ghị,"[['n', 'a', '-', 'a'], ['ch', 'ọ'], ['t', 'a'], ['gh', 'ị']]"
37289,odoola,o + do + o + la,"[['o'], ['d', 'o'], ['o'], ['l', 'a']]"
37290,na-aṅu,na-a + ṅụ,"[['n', 'a', '-', 'a'], ['ṅ', 'ụ']]"
37291,mkpụrụ-ndụ.,mkpụrụ + - + ndụ .,"[['m', 'kp', 'ụ', 'r', 'ụ'], ['-'], ['n', 'd', 'ụ', ' ', '.']]"
37292,koko.,cocoa .,"[['c', 'o', 'c', 'o', 'a', ' ', '.']]"
37293,"nke""Olmec-Mexico""maka","nke  "" Olmec-Mexico "" "" maka ""","[['n', 'k', 'e', ' ', ' ', '""', ' ', 'O', 'l', 'm', 'e', 'c', '-', 'M', 'e', 'x', 'i', 'c', 'o', ' ', '""', ' ', '""', ' ', 'm', 'a', 'k', 'a', ' ', '""']]"
37294,Ọpupa,ọpụpa,"[['ọ', 'p', 'ụ', 'p', 'a']]"
37295,"ọkwa""Cardịnal""n’","ọkwa  "" kadịnal "" "" n' ""","[['ọ', 'kw', 'a', ' ', ' ', '""', ' ', 'k', 'a', 'd', 'ị', 'n', 'a', 'l', ' ', '""', ' ', '""', ' ', 'n', ""'"", ' ', '""']]"
37296,"Pell,","Pell ,","[['P', 'e', 'l', 'l', ' ', ',']]"
37297,dịwanyere,dị + wa + nye + re,"[['d', 'ị'], ['w', 'a'], ['ny', 'e'], ['r', 'e']]"
37298,na-elekọta.,na-e + le + kọ + ta .,"[['n', 'a', '-', 'e'], ['l', 'e'], ['k', 'ọ'], ['t', 'a', ' ', '.']]"
37299,Dozienu,do + zi + e + nụ,"[['d', 'o'], ['z', 'i'], ['e'], ['n', 'ụ']]"
37300,"ọchịehi.""Ha","ọchịehi .  "" ha ""","[['ọ', 'ch', 'ị', 'e', 'h', 'i', ' ', '.', ' ', ' ', '""', ' ', 'h', 'a', ' ', '""']]"
37301,"ọkụ.""Ọ","ọkụ .  "" ọ ""","[['ọ', 'k', 'ụ', ' ', '.', ' ', ' ', '""', ' ', 'ọ', ' ', '""']]"
37302,"na-eme.""Anyị","na-e + me .  "" anyị ""","[['n', 'a', '-', 'e'], ['m', 'e', ' ', '.', ' ', ' ', '""', ' ', 'a', 'ny', 'ị', ' ', '""']]"
37303,nkịti,nkịtị,"[['n', 'k', 'ị', 't', 'ị']]"
37304,"gị:""Ndị","gị :  "" ndị ""","[['g', 'ị', ' ', ':', ' ', ' ', '""', ' ', 'n', 'd', 'ị', ' ', '""']]"
37305,(Agencies),( Agencies ),"[['(', ' ', 'A', 'g', 'e', 'n', 'c', 'i', 'e', 's', ' ', ')']]"
37306,Sekọndịrị.,sekọndrị .,"[['s', 'e', 'k', 'ọ', 'n', 'd', 'r', 'ị', ' ', '.']]"
37307,"buru.""Obigwe","bu + ru .  "" Obigwe ""","[['b', 'u'], ['r', 'u', ' ', '.', ' ', ' ', '""', ' ', 'O', 'b', 'i', 'gw', 'e', ' ', '""']]"
37308,Workers,Workers,"[['W', 'o', 'r', 'k', 'e', 'r', 's']]"
37309,ime-Onyeisi,ime + - + onye + isi,"[['i', 'm', 'e'], ['-'], ['o', 'ny', 'e'], ['i', 's', 'i']]"
37310,na-achịkọta.,na-a + chị + kọ + ta .,"[['n', 'a', '-', 'a'], ['ch', 'ị'], ['k', 'ọ'], ['t', 'a', ' ', '.']]"
37311,Footbal,Football,"[['F', 'o', 'o', 't', 'b', 'a', 'l', 'l']]"
37312,Mmetọ,mmetọ,"[['m', 'm', 'e', 't', 'ọ']]"
37313,1996,1996,"[['1', '9', '9', '6']]"
37314,aṅu,aṅụ,"[['a', 'ṅ', 'ụ']]"
37315,B:,B :,"[['B', ' ', ':']]"
37316,"ụbụrụisi,","ụbụrụ + isi ,","[['ụ', 'b', 'ụ', 'r', 'ụ'], ['i', 's', 'i', ' ', ',']]"
37317,nsobgu,nsogbu,"[['n', 's', 'o', 'gb', 'u']]"
37318,"kwa""fibre""ka","kwa  "" fibre "" "" ka ""","[['kw', 'a', ' ', ' ', '""', ' ', 'f', 'i', 'b', 'r', 'e', ' ', '""', ' ', '""', ' ', 'k', 'a', ' ', '""']]"
37319,"kwa""protein"",""minerlas""na","kwa  "" protein "" "" , "" "" minerals "" "" na ""","[['kw', 'a', ' ', ' ', '""', ' ', 'p', 'r', 'o', 't', 'e', 'i', 'n', ' ', '""', ' ', '""', ' ', ',', ' ', '""', ' ', '""', ' ', 'm', 'i', 'n', 'e', 'r', 'a', 'l', 's', ' ', '""', ' ', '""', ' ', 'n', 'a', ' ', '""']]"
37320,"ọka""oats""ma","ọka  "" oats "" "" ma ""","[['ọ', 'k', 'a', ' ', ' ', '""', ' ', 'o', 'a', 't', 's', ' ', '""', ' ', '""', ' ', 'm', 'a', ' ', '""']]"
37321,"milet,","millet ,","[['m', 'i', 'l', 'l', 'e', 't', ' ', ',']]"
37322,"ncharanchara,","ncharanchara ,","[['n', 'ch', 'a', 'r', 'a', 'n', 'ch', 'a', 'r', 'a', ' ', ',']]"
37323,"ọka,""rye"",","ọka ,  "" rye "" "" , ""","[['ọ', 'k', 'a', ' ', ',', ' ', ' ', '""', ' ', 'r', 'y', 'e', ' ', '""', ' ', '""', ' ', ',', ' ', '""']]"
37324,mg,mg,"[['m', 'g']]"
37325,Aki,akị,"[['a', 'k', 'ị']]"
37326,"(555),","( 555 ) ,","[['(', ' ', '5', '5', '5', ' ', ')', ' ', ',']]"
37327,550,550,"[['5', '5', '0']]"
37328,Ịkpocha,ị + kpo + cha,"[['ị'], ['kp', 'o'], ['ch', 'a']]"
37329,Igbokwe:,Igbokwe :,"[['I', 'gb', 'o', 'kw', 'e', ' ', ':']]"
37330,"ala""Ndị","ala  "" ndị ""","[['a', 'l', 'a', ' ', ' ', '""', ' ', 'n', 'd', 'ị', ' ', '""']]"
37331,Ribery,Ribéry,"[['R', 'i', 'b', 'é', 'r', 'y']]"
37332,Franck,Franck,"[['F', 'r', 'a', 'n', 'c', 'k']]"
37333,"nnwụchi,","nnwụchi ,","[['n', 'nw', 'ụ', 'ch', 'i', ' ', ',']]"
37334,Iba.,ịba .,"[['ị', 'b', 'a', ' ', '.']]"
37335,"Mukaila,","Mukaila ,","[['M', 'u', 'k', 'a', 'i', 'l', 'a', ' ', ',']]"
37336,Kọpọral,Corporal,"[['C', 'o', 'r', 'p', 'o', 'r', 'a', 'l']]"
37337,"Solomon,","Solomon ,","[['S', 'o', 'l', 'o', 'm', 'o', 'n', ' ', ',']]"
37338,"Omomayara,","Omomayara ,","[['O', 'm', 'o', 'm', 'a', 'y', 'a', 'r', 'a', ' ', ',']]"
37339,Fabiyi,Fabiyi,"[['F', 'a', 'b', 'i', 'y', 'i']]"
37340,Ịnspektọ,Inspector,"[['I', 'n', 's', 'p', 'e', 'c', 't', 'o', 'r']]"
37341,ngwuputa,ngwụpụta,"[['n', 'gw', 'ụ', 'p', 'ụ', 't', 'a']]"
37342,Sheila,Sheila,"[['Sh', 'e', 'i', 'l', 'a']]"
37343,"mmanya""Champagne""ewuola","mmanya  "" Champagne "" "" e + wu + o + la ""","[['m', 'm', 'a', 'ny', 'a', ' ', ' ', '""', ' ', 'Ch', 'a', 'm', 'p', 'a', 'g', 'n', 'e', ' ', '""', ' ', '""', ' ', 'e'], ['w', 'u'], ['o'], ['l', 'a', ' ', '""']]"
37344,"Nuremberg.""Oge","Nuremberg .  "" oge ""","[['N', 'u', 'r', 'e', 'm', 'b', 'e', 'r', 'g', ' ', '.', ' ', ' ', '""', ' ', 'o', 'g', 'e', ' ', '""']]"
37345,"Schmausenbuckstraße.""Ndị","Schmausenbuckstraße .  "" ndị ""","[['S', 'ch', 'm', 'a', 'u', 's', 'e', 'n', 'b', 'u', 'c', 'k', 's', 't', 'r', 'a', 'ß', 'e', ' ', '.', ' ', ' ', '""', ' ', 'n', 'd', 'ị', ' ', '""']]"
37346,Nürnberg,Nürnberg,"[['N', 'ü', 'r', 'n', 'b', 'e', 'r', 'g']]"
37347,"Mittelfranken,","Mittelfranken ,","[['M', 'i', 't', 't', 'e', 'l', 'f', 'r', 'a', 'n', 'k', 'e', 'n', ' ', ',']]"
37348,"Sandmann,","Sandmann ,","[['S', 'a', 'n', 'd', 'm', 'a', 'n', 'n', ' ', ',']]"
37349,ya-Onyeisi,ya + - + onye + isi,"[['y', 'a'], ['-'], ['o', 'ny', 'e'], ['i', 's', 'i']]"
37350,"spen,","spen ,","[['s', 'p', 'e', 'n', ' ', ',']]"
37351,519,519,"[['5', '1', '9']]"
37352,Websaịt,webụsaịt,"[['w', 'e', 'b', 'ụ', 's', 'a', 'ị', 't']]"
37353,"ọdọahịa,","ọdọ + ahịa ,","[['ọ', 'd', 'ọ'], ['a', 'h', 'ị', 'a', ' ', ',']]"
37354,"etoru,","e + to + ru ,","[['e'], ['t', 'o'], ['r', 'u', ' ', ',']]"
37355,555,555,"[['5', '5', '5']]"
37356,kiriri.,ki + ri + ri .,"[['k', 'i'], ['r', 'i'], ['r', 'i', ' ', '.']]"
37357,Kolombịa,Colombia,"[['C', 'o', 'l', 'o', 'm', 'b', 'i', 'a']]"
37358,"adịzi.""A","a + dị + zị .  "" a ""","[['a'], ['d', 'ị'], ['z', 'ị', ' ', '.', ' ', ' ', '""', ' ', 'a', ' ', '""']]"
37359,Anichukwu.,Anichukwu .,"[['A', 'n', 'i', 'ch', 'u', 'kw', 'u', ' ', '.']]"
37360,"anọ.""Ekweremadu","anọ .  "" Ekweremadu ""","[['a', 'n', 'ọ', ' ', '.', ' ', ' ', '""', ' ', 'E', 'kw', 'e', 'r', 'e', 'm', 'a', 'd', 'u', ' ', '""']]"
37361,"metụtara.""Ka","me + tụ + ta + ra .  "" ka ""","[['m', 'e'], ['t', 'ụ'], ['t', 'a'], ['r', 'a', ' ', '.', ' ', ' ', '""', ' ', 'k', 'a', ' ', '""']]"
